pl_name,glat,glon
11 Com b,78.28055,264.1407
11 Com b,78.28055,264.1407
11 UMi b,41.04441,108.719
11 UMi b,41.04441,108.719
11 UMi b,41.04441,108.719
14 And b,-21.05067,106.4116
14 And b,-21.05067,106.4116
14 Her b,46.94491,69.17043
14 Her b,46.94491,69.17043
14 Her b,46.94491,69.17043
14 Her b,46.94491,69.17043
14 Her b,46.94491,69.17043
14 Her b,46.94491,69.17043
16 Cyg B b,13.20426,83.33649
16 Cyg B b,13.20426,83.33649
16 Cyg B b,13.20426,83.33649
16 Cyg B b,13.20426,83.33649
16 Cyg B b,13.20426,83.33649
18 Del b,-21.97489,58.69147
18 Del b,-21.97489,58.69147
1RXS J160929.1-210524 b,22.03035,352.8906
1RXS J160929.1-210524 b,22.03035,352.8906
1RXS J160929.1-210524 b,22.03035,352.8906
1RXS J160929.1-210524 b,22.03035,352.8906
24 Boo b,60.64358,90.16227
24 Sex b,44.7157,245.0853
24 Sex c,44.7157,245.0853
2MASS J01033563-5515561 AB b,-61.77612,299.2698
2MASS J01225093-2439505 b,-82.52019,195.4486
2MASS J01225093-2439505 b,-82.52019,195.4486
2MASS J02192210-3925225 b,-67.98402,252.4534
2MASS J04414489+2301513 b,-15.11435,176.5106
2MASS J12073346-3932539 b,22.54324,293.7904
2MASS J12073346-3932539 b,22.54324,293.7904
2MASS J19383260+4603591 b,11.67429,79.01876
2MASS J21402931+1625183 A b,-26.43736,70.48455
2MASS J22362452+4751425 b,-9.108981,100.7483
30 Ari B b,-32.30954,151.4761
30 Ari B b,-32.30954,151.4761
30 Ari B b,-32.30954,151.4761
4 UMa b,35.95683,151.3589
42 Dra b,27.1255,95.41918
47 UMa b,63.36906,175.7824
47 UMa b,63.36906,175.7824
47 UMa b,63.36906,175.7824
47 UMa b,63.36906,175.7824
47 UMa c,63.36906,175.7824
47 UMa c,63.36906,175.7824
47 UMa d,63.36906,175.7824
51 Eri b,-30.65766,198.6126
51 Eri b,-30.65766,198.6126
51 Eri b,-30.65766,198.6126
51 Peg b,-34.72726,90.06264
51 Peg b,-34.72726,90.06264
51 Peg b,-34.72726,90.06264
51 Peg b,-34.72726,90.06264
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc b,37.6989,196.7947
55 Cnc c,37.6989,196.7947
55 Cnc c,37.6989,196.7947
55 Cnc c,37.6989,196.7947
55 Cnc c,37.6989,196.7947
55 Cnc c,37.6989,196.7947
55 Cnc c,37.6989,196.7947
55 Cnc c,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc d,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc e,37.6989,196.7947
55 Cnc f,37.6989,196.7947
55 Cnc f,37.6989,196.7947
55 Cnc f,37.6989,196.7947
55 Cnc f,37.6989,196.7947
55 Cnc f,37.6989,196.7947
55 Cnc f,37.6989,196.7947
6 Lyn b,20.18979,156.9714
6 Lyn b,20.18979,156.9714
6 Lyn b,20.18979,156.9714
61 Vir b,44.09261,311.8591
61 Vir c,44.09261,311.8591
61 Vir d,44.09261,311.8591
7 CMa b,-11.79608,228.6884
7 CMa b,-11.79608,228.6884
7 CMa b,-11.79608,228.6884
7 CMa c,-11.79608,228.6884
70 Vir b,74.10069,337.6654
70 Vir b,74.10069,337.6654
70 Vir b,74.10069,337.6654
70 Vir b,74.10069,337.6654
70 Vir b,74.10069,337.6654
75 Cet b,-54.4416,169.9442
8 UMi b,39.66104,112.795
8 UMi b,39.66104,112.795
81 Cet b,-55.24994,174.4865
81 Cet b,-55.24994,174.4865
91 Aqr b,-61.11204,67.07209
AB Pic b,-26.9309,266.9437
AU Mic b,-36.8025,12.65461
BD+03 2562 b,61.57347,269.3253
BD+14 4559 b,-22.63093,64.41769
BD+14 4559 b,-22.63093,64.41769
BD+15 2375 b,70.27257,249.0023
BD+15 2940 b,44.78024,28.10452
BD+20 2457 b,53.95245,216.0446
BD+20 2457 b,53.95245,216.0446
BD+20 2457 c,53.95245,216.0446
BD+20 274 b,-40.23344,138.9742
BD+20 594 b,-28.05341,166.7963
BD+20 594 b,-28.05341,166.7963
BD+20 594 b,-28.05341,166.7963
BD+20 594 b,-28.05341,166.7963
BD+48 738 b,-9.378678,140.8085
BD+48 740 b,-9.965327,141.1091
BD+49 828 b,-7.801708,143.6179
BD-06 1339 b,-15.71535,211.6566
BD-06 1339 c,-15.71535,211.6566
BD-08 2823 b,34.75598,248.4966
BD-08 2823 b,34.75598,248.4966
BD-08 2823 c,34.75598,248.4966
BD-10 3166 b,43.23842,263.2855
BD-10 3166 b,43.23842,263.2855
BD-10 3166 b,43.23842,263.2855
BD-11 4672 b,-1.360227,20.54434
BD-11 4672 b,-1.360227,20.54434
BD-11 4672 c,-1.360227,20.54434
BD-13 2130 b,3.53128,230.5205
BD-13 2130 b,3.53128,230.5205
BD-17 63 b,-77.878,95.83883
BD-17 63 b,-77.878,95.83883
CFBDSIR J145829+101343 b,55.6550909,9.594193
CHXR 73 b,-15.92177,297.2777
CI Tau b,-16.63606,175.4643
CT Cha b,-14.90925,296.6537
CoRoT-1 b,-2.107101,215.3388
CoRoT-1 b,-2.107101,215.3388
CoRoT-1 b,-2.107101,215.3388
CoRoT-1 b,-2.107101,215.3388
CoRoT-1 b,-2.107101,215.3388
CoRoT-10 b,-6.95296,37.36079
CoRoT-10 b,-6.95296,37.36079
CoRoT-10 b,-6.95296,37.36079
CoRoT-11 b,4.630068,37.24011
CoRoT-11 b,4.630068,37.24011
CoRoT-11 b,4.630068,37.24011
CoRoT-11 b,4.630068,37.24011
CoRoT-11 b,4.630068,37.24011
CoRoT-12 b,-2.454414,213.1315
CoRoT-12 b,-2.454414,213.1315
CoRoT-12 b,-2.454414,213.1315
CoRoT-12 b,-2.454414,213.1315
CoRoT-13 b,-2.439665,217.3986
CoRoT-13 b,-2.439665,217.3986
CoRoT-13 b,-2.439665,217.3986
CoRoT-14 b,-2.020584,218.1179
CoRoT-14 b,-2.020584,218.1179
CoRoT-14 b,-2.020584,218.1179
CoRoT-16 b,1.101121,25.61436
CoRoT-16 b,1.101121,25.61436
CoRoT-17 b,0.6663113,25.15303
CoRoT-17 b,0.6663113,25.15303
CoRoT-17 b,0.6663113,25.15303
CoRoT-18 b,-4.18491,210.8191
CoRoT-18 b,-4.18491,210.8191
CoRoT-18 b,-4.18491,210.8191
CoRoT-18 b,-4.18491,210.8191
CoRoT-19 b,-5.261257,210.4205
CoRoT-19 b,-5.261257,210.4205
CoRoT-19 b,-5.261257,210.4205
CoRoT-2 b,-7.291006,38.26271
CoRoT-2 b,-7.291006,38.26271
CoRoT-2 b,-7.291006,38.26271
CoRoT-2 b,-7.291006,38.26271
CoRoT-2 b,-7.291006,38.26271
CoRoT-2 b,-7.291006,38.26271
CoRoT-2 b,-7.291006,38.26271
CoRoT-2 b,-7.291006,38.26271
CoRoT-20 b,-4.468593,210.3812
CoRoT-20 b,-4.468593,210.3812
CoRoT-20 b,-4.468593,210.3812
CoRoT-20 b,-4.468593,210.3812
CoRoT-20 b,-4.468593,210.3812
CoRoT-20 c,-4.468593,210.3812
CoRoT-21 b,-1.744431,212.3742
CoRoT-21 b,-1.744431,212.3742
CoRoT-22 b,4.775004,37.48306
CoRoT-23 b,4.719595,35.41752
CoRoT-23 b,4.719595,35.41752
CoRoT-23 b,4.719595,35.41752
CoRoT-24 b,-2.527633,215.8175
CoRoT-24 c,-2.527633,215.8175
CoRoT-25 b,4.941121,37.73014
CoRoT-25 b,4.941121,37.73014
CoRoT-26 b,5.925996,37.74457
CoRoT-26 b,5.925996,37.74457
CoRoT-27 b,6.396508,35.89459
CoRoT-27 b,6.396508,35.89459
CoRoT-28 b,6.241298,36.01308
CoRoT-28 b,6.241298,36.01308
CoRoT-29 b,6.458735,36.92342
CoRoT-29 b,6.458735,36.92342
CoRoT-29 b,6.458735,36.92342
CoRoT-3 b,-8.120639,37.26301
CoRoT-3 b,-8.120639,37.26301
CoRoT-3 b,-8.120639,37.26301
CoRoT-3 b,-8.120639,37.26301
CoRoT-3 b,-8.120639,37.26301
CoRoT-30 b,7.773544,36.66097
CoRoT-31 b,-9.16321,213.2249
CoRoT-4 b,-0.8984463,213.2276
CoRoT-4 b,-0.8984463,213.2276
CoRoT-4 b,-0.8984463,213.2276
CoRoT-5 b,-1.036167,211.4847
CoRoT-5 b,-1.036167,211.4847
CoRoT-5 b,-1.036167,211.4847
CoRoT-5 b,-1.036167,211.4847
CoRoT-6 b,4.61582,38.06303
CoRoT-6 b,4.61582,38.06303
CoRoT-6 b,4.61582,38.06303
CoRoT-7 b,-2.178573,213.0104
CoRoT-7 b,-2.178573,213.0104
CoRoT-7 b,-2.178573,213.0104
CoRoT-7 b,-2.178573,213.0104
CoRoT-7 b,-2.178573,213.0104
CoRoT-7 b,-2.178573,213.0104
CoRoT-7 b,-2.178573,213.0104
CoRoT-7 c,-2.178573,213.0104
CoRoT-7 c,-2.178573,213.0104
CoRoT-8 b,-7.104142,38.21296
CoRoT-8 b,-7.104142,38.21296
CoRoT-8 b,-7.104142,38.21296
CoRoT-8 b,-7.104142,38.21296
CoRoT-9 b,4.662142,37.52343
CoRoT-9 b,4.662142,37.52343
CoRoT-9 b,4.662142,37.52343
CoRoT-9 b,4.662142,37.52343
CoRoTID 223977153 b,1.86374,203.4824
DE CVn b,70.27699,104.2862
DENIS-P J082303.1-491201 b,-6.826685,265.6164
DH Tau b,-14.93884,171.8995
DH Tau b,-14.93884,171.8995
DMPP-1 b,-19.05298,215.3585
DMPP-1 c,-19.05298,215.3585
DMPP-1 d,-19.05298,215.3585
DMPP-1 e,-19.05298,215.3585
DMPP-2 b,-75.53408,246.9225
DMPP-3 A b,-29.1444896,283.2096919
DMPP-3 A b,-29.1444896,283.2096919
DP Leo b,66.45645,230.8965
DP Leo b,66.45645,230.8965
DS Tuc A b,-46.63369,312.1021
DS Tuc A b,-46.63369,312.1021
DS Tuc A b,-46.63369,312.1021
EPIC 201170410.02,51.24574,264.9952
EPIC 201238110 b,56.94671,278.3186
EPIC 201238110 b,56.94671,278.3186
EPIC 201497682 b,54.824,258.1937
EPIC 201615463 c,64.09021,285.1586
EPIC 201754305 d,61.77707,262.9119
EPIC 201757695.02,61.14789,260.8806
EPIC 201833600 c,59.32253,252.2711
EPIC 201833600 c,59.32253,252.2711
EPIC 201841433 b,63.11982,261.1059
EPIC 201841433 b,63.11982,261.1059
EPIC 201841433 b,63.11982,261.1059
EPIC 205950854 c,-51.71317,40.91085
EPIC 205950854 c,-51.71317,40.91085
EPIC 205950854 c,-51.71317,40.91085
EPIC 206024342 b,-49.18712,42.94389
EPIC 206024342 b,-49.18712,42.94389
EPIC 206032309 b,-57.69609,50.70299
EPIC 206042996 b,-54.37582,48.06543
EPIC 206042996 b,-54.37582,48.06543
EPIC 206215704 b,-50.2849,51.97482
EPIC 206215704 b,-50.2849,51.97482
EPIC 206317286 b,-51.54455,56.17007
EPIC 206317286 b,-51.54455,56.17007
EPIC 211822797 b,32.03755,208.283
EPIC 211822797 b,32.03755,208.283
EPIC 211822797 b,32.03755,208.283
EPIC 211822797 b,32.03755,208.283
EPIC 211822797 b,32.03755,208.283
EPIC 211822797 b,32.03755,208.283
EPIC 211822797 b,32.03755,208.283
EPIC 211945201 b,38.12763,208.7818
EPIC 211945201 b,38.12763,208.7818
EPIC 211945201 b,38.12763,208.7818
EPIC 211945201 b,38.12763,208.7818
EPIC 211945201 b,38.12763,208.7818
EPIC 211945201 b,38.12763,208.7818
EPIC 211945201 b,38.12763,208.7818
EPIC 211945201 b,38.12763,208.7818
EPIC 212297394 b,43.1473,321.8193
EPIC 212297394 b,43.1473,321.8193
EPIC 212424622 b,47.50558,316.5826
EPIC 212424622 b,47.50558,316.5826
EPIC 212499991 b,49.05582,317.3487
EPIC 212587672 b,50.09512,322.4171
EPIC 212587672 b,50.09512,322.4171
EPIC 212737443 b,53.83832,322.2711
EPIC 212737443 b,53.83832,322.2711
EPIC 212737443 b,53.83832,322.2711
EPIC 212737443 c,53.83832,322.2711
EPIC 220554210 c,-54.87205,123.9173
EPIC 220554210 c,-54.87205,123.9173
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 b,-52.07645,123.284
EPIC 220674823 c,-52.07645,123.284
EPIC 220674823 c,-52.07645,123.284
EPIC 220674823 c,-52.07645,123.284
EPIC 220674823 c,-52.07645,123.284
EPIC 220674823 c,-52.07645,123.284
EPIC 220674823 c,-52.07645,123.284
EPIC 220674823 c,-52.07645,123.284
EPIC 220674823 c,-52.07645,123.284
EPIC 246851721 b,-12.64086,186.9753
EPIC 248847494 b,55.10292,232.2887
EPIC 249893012 b,34.30831,345.1105
EPIC 249893012 c,34.30831,345.1105
EPIC 249893012 d,34.30831,345.1105
FU Tau b,-16.9613,172.1141
G 9-40 b,37.03536,206.0632
G 9-40 b,37.03536,206.0632
GJ 1061 b,-52.90489,251.8698
GJ 1061 c,-52.90489,251.8698
GJ 1061 d,-52.90489,251.8698
GJ 1132 b,7.76021,277.2594
GJ 1132 b,7.76021,277.2594
GJ 1132 b,7.76021,277.2594
GJ 1132 b,7.76021,277.2594
GJ 1132 c,7.76021,277.2594
GJ 1148 b,68.91794,160.6125
GJ 1148 b,68.91794,160.6125
GJ 1148 c,68.91794,160.6125
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1214 b,23.61075,26.16403
GJ 1252 b,-35.49193,341.2239
GJ 1252 b,-35.49193,341.2239
GJ 1265 b,-52.50964,39.07945
GJ 143 b,-45.82265,279.2304
GJ 143 b,-45.82265,279.2304
GJ 143 b,-45.82265,279.2304
GJ 15 A b,-18.44695,116.6769
GJ 15 A b,-18.44695,116.6769
GJ 15 A c,-18.44695,116.6769
GJ 160.2 b,-45.25933,215.868
GJ 163 b,-45.32366,262.7818
GJ 163 c,-45.32366,262.7818
GJ 163 d,-45.32366,262.7818
GJ 179 b,-22.86253,192.2258
GJ 180 b,-33.7281,216.9657
GJ 180 b,-33.7281,216.9657
GJ 180 c,-33.7281,216.9657
GJ 180 d,-33.7281,216.9657
GJ 2056 b,-6.852467,237.4369
GJ 229 A c,-18.43918,228.6123
GJ 229 b,-18.43918,228.6123
GJ 229 b,-18.43918,228.6123
GJ 251 b,15.13543,182.9363
GJ 27.1 b,-72.72074,309.8531
GJ 273 b,10.37354,212.3446
GJ 273 c,10.37354,212.3446
GJ 3021 b,-37.14407,304.8714
GJ 3082 b,-62.84946,295.4642
GJ 3138 b,-69.01208,185.9956
GJ 3138 c,-69.01208,185.9956
GJ 3138 d,-69.01208,185.9956
GJ 317 b,11.18989,246.7994
GJ 317 b,11.18989,246.7994
GJ 317 b,11.18989,246.7994
GJ 317 c,11.18989,246.7994
GJ 317 c,11.18989,246.7994
GJ 317 c,11.18989,246.7994
GJ 328 b,28.00069,226.7054
GJ 3293 b,-41.61211,223.5389
GJ 3293 b,-41.61211,223.5389
GJ 3293 c,-41.61211,223.5389
GJ 3293 c,-41.61211,223.5389
GJ 3293 d,-41.61211,223.5389
GJ 3293 e,-41.61211,223.5389
GJ 3323 b,-27.47127,206.4304
GJ 3323 c,-27.47127,206.4304
GJ 3341 b,-33.03499,234.2198
GJ 338 B b,42.67227,164.9346
GJ 3470 b,21.7575,206.2354
GJ 3470 b,21.7575,206.2354
GJ 3470 b,21.7575,206.2354
GJ 3470 b,21.7575,206.2354
GJ 3470 b,21.7575,206.2354
GJ 3470 b,21.7575,206.2354
GJ 3470 b,21.7575,206.2354
GJ 3470 b,21.7575,206.2354
GJ 3470 b,21.7575,206.2354
GJ 3473 b,17.29028,218.15
GJ 3473 b,17.29028,218.15
GJ 3473 c,17.29028,218.15
GJ 3512 b,36.96226,157.2369
GJ 357 b,22.08297,253.8847
GJ 357 b,22.08297,253.8847
GJ 357 c,22.08297,253.8847
GJ 357 d,22.08297,253.8847
GJ 3634 b,25.80999,276.2233
GJ 3779 b,82.42745,14.11601
GJ 3942 b,45.46998,82.20456
GJ 3998 b,26.15056,32.27428
GJ 3998 c,26.15056,32.27428
GJ 411 b,65.43153,185.1184
GJ 411 b,65.43153,185.1184
GJ 422 b,2.979546,290.3792
GJ 422 b,2.979546,290.3792
GJ 4276 b,1.644026,105.2902
GJ 433 b,27.65473,284.884
GJ 433 b,27.65473,284.884
GJ 433 b,27.65473,284.884
GJ 433 b,27.65473,284.884
GJ 433 c,27.65473,284.884
GJ 433 c,27.65473,284.884
GJ 433 d,27.65473,284.884
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 436 b,74.56888,210.5419
GJ 480 b,74.28846,291.5037
GJ 504 b,71.31241,322.7902
GJ 536 b,55.81343,335.0555
GJ 536 b,55.81343,335.0555
GJ 581 b,40.0187,354.0776
GJ 581 b,40.0187,354.0776
GJ 581 b,40.0187,354.0776
GJ 581 b,40.0187,354.0776
GJ 581 b,40.0187,354.0776
GJ 581 c,40.0187,354.0776
GJ 581 c,40.0187,354.0776
GJ 581 c,40.0187,354.0776
GJ 581 c,40.0187,354.0776
GJ 581 e,40.0187,354.0776
GJ 581 e,40.0187,354.0776
GJ 581 e,40.0187,354.0776
GJ 581 e,40.0187,354.0776
GJ 625 b,42.78533,83.21152
GJ 649 b,35.33734,46.5238
GJ 667 C b,1.414543,351.8396
GJ 667 C b,1.414543,351.8396
GJ 667 C b,1.414543,351.8396
GJ 667 C b,1.414543,351.8396
GJ 667 C c,1.414543,351.8396
GJ 667 C c,1.414543,351.8396
GJ 667 C c,1.414543,351.8396
GJ 667 C c,1.414543,351.8396
GJ 667 C e,1.414543,351.8396
GJ 667 C f,1.414543,351.8396
GJ 667 C g,1.414543,351.8396
GJ 674 b,-6.777608,343.0039
GJ 676 A b,-9.542774,339.104
GJ 676 A b,-9.542774,339.104
GJ 676 A b,-9.542774,339.104
GJ 676 A b,-9.542774,339.104
GJ 676 A c,-9.542774,339.104
GJ 676 A d,-9.542774,339.104
GJ 676 A d,-9.542774,339.104
GJ 676 A e,-9.542774,339.104
GJ 676 A e,-9.542774,339.104
GJ 682 b,-6.634735,345.9857
GJ 682 c,-6.634735,345.9857
GJ 685 b,32.59013,90.76031
GJ 687 b,31.96408,98.60233
GJ 687 b,31.96408,98.60233
GJ 687 b,31.96408,98.60233
GJ 687 c,31.96408,98.60233
GJ 832 b,-46.34961,349.1731
GJ 832 b,-46.34961,349.1731
GJ 832 b,-46.34961,349.1731
GJ 832 c,-46.34961,349.1731
GJ 849 b,-45.39912,55.8906
GJ 849 b,-45.39912,55.8906
GJ 849 b,-45.39912,55.8906
GJ 849 b,-45.39912,55.8906
GJ 86 b,-61.96097,275.9264
GJ 86 b,-61.96097,275.9264
GJ 86 b,-61.96097,275.9264
GJ 876 b,-59.63009,52.00406
GJ 876 b,-59.63009,52.00406
GJ 876 b,-59.63009,52.00406
GJ 876 b,-59.63009,52.00406
GJ 876 b,-59.63009,52.00406
GJ 876 b,-59.63009,52.00406
GJ 876 b,-59.63009,52.00406
GJ 876 c,-59.63009,52.00406
GJ 876 c,-59.63009,52.00406
GJ 876 c,-59.63009,52.00406
GJ 876 c,-59.63009,52.00406
GJ 876 c,-59.63009,52.00406
GJ 876 c,-59.63009,52.00406
GJ 876 d,-59.63009,52.00406
GJ 876 d,-59.63009,52.00406
GJ 876 d,-59.63009,52.00406
GJ 876 d,-59.63009,52.00406
GJ 876 d,-59.63009,52.00406
GJ 876 d,-59.63009,52.00406
GJ 876 e,-59.63009,52.00406
GJ 876 e,-59.63009,52.00406
GJ 876 e,-59.63009,52.00406
GJ 887 b,-65.9570362,5.1006885
GJ 887 c,-65.9570362,5.1006885
GJ 9066 b,-46.49132,147.6587
GJ 9066 c,-46.49132,147.6587
GJ 96 b,-12.26515,138.292
GJ 9827 b,-57.18279,81.3446
GJ 9827 b,-57.18279,81.3446
GJ 9827 b,-57.18279,81.3446
GJ 9827 b,-57.18279,81.3446
GJ 9827 c,-57.18279,81.3446
GJ 9827 c,-57.18279,81.3446
GJ 9827 c,-57.18279,81.3446
GJ 9827 d,-57.18279,81.3446
GJ 9827 d,-57.18279,81.3446
GJ 9827 d,-57.18279,81.3446
GQ Lup b,14.51082,338.9254
GQ Lup b,14.51082,338.9254
GSC 06214-00210 b,20.12466,355.262
GSC 06214-00210 b,20.12466,355.262
GSC 06214-00210 b,20.12466,355.262
GSC 06214-00210 b,20.12466,355.262
GU Psc b,-45.50964,130.1524
Gl 378 b,51.19261,168.7316
Gl 49 b,-0.4983922,124.2323
Gl 686 b,24.29675,42.24019
Gl 686 b,24.29675,42.24019
Gl 686 b,24.29675,42.24019
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-1 b,-19.03618,99.79167
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 b,10.77238,81.8337
HAT-P-11 c,10.77238,81.8337
HAT-P-11 c,10.77238,81.8337
HAT-P-12 b,68.87578,87.99177
HAT-P-12 b,68.87578,87.99177
HAT-P-12 b,68.87578,87.99177
HAT-P-12 b,68.87578,87.99177
HAT-P-12 b,68.87578,87.99177
HAT-P-12 b,68.87578,87.99177
HAT-P-12 b,68.87578,87.99177
HAT-P-12 b,68.87578,87.99177
HAT-P-12 b,68.87578,87.99177
HAT-P-13 b,37.54208,172.4982
HAT-P-13 b,37.54208,172.4982
HAT-P-13 b,37.54208,172.4982
HAT-P-13 b,37.54208,172.4982
HAT-P-13 b,37.54208,172.4982
HAT-P-13 b,37.54208,172.4982
HAT-P-13 b,37.54208,172.4982
HAT-P-13 c,37.54208,172.4982
HAT-P-13 c,37.54208,172.4982
HAT-P-13 c,37.54208,172.4982
HAT-P-13 c,37.54208,172.4982
HAT-P-14 b,33.53752,62.58919
HAT-P-14 b,33.53752,62.58919
HAT-P-14 b,33.53752,62.58919
HAT-P-14 b,33.53752,62.58919
HAT-P-14 b,33.53752,62.58919
HAT-P-14 b,33.53752,62.58919
HAT-P-14 b,33.53752,62.58919
HAT-P-14 b,33.53752,62.58919
HAT-P-14 b,33.53752,62.58919
HAT-P-15 b,-6.891614,161.5586
HAT-P-15 b,-6.891614,161.5586
HAT-P-15 b,-6.891614,161.5586
HAT-P-15 b,-6.891614,161.5586
HAT-P-16 b,-20.34264,120.3468
HAT-P-16 b,-20.34264,120.3468
HAT-P-16 b,-20.34264,120.3468
HAT-P-16 b,-20.34264,120.3468
HAT-P-16 b,-20.34264,120.3468
HAT-P-16 b,-20.34264,120.3468
HAT-P-17 b,-16.17674,80.85215
HAT-P-17 b,-16.17674,80.85215
HAT-P-17 b,-16.17674,80.85215
HAT-P-17 b,-16.17674,80.85215
HAT-P-17 b,-16.17674,80.85215
HAT-P-17 c,-16.17674,80.85215
HAT-P-17 c,-16.17674,80.85215
HAT-P-17 c,-16.17674,80.85215
HAT-P-18 b,35.56173,55.65221
HAT-P-18 b,35.56173,55.65221
HAT-P-18 b,35.56173,55.65221
HAT-P-18 b,35.56173,55.65221
HAT-P-18 b,35.56173,55.65221
HAT-P-18 b,35.56173,55.65221
HAT-P-19 b,-28.07934,119.8177
HAT-P-19 b,-28.07934,119.8177
HAT-P-19 b,-28.07934,119.8177
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-2 b,45.23225,65.02103
HAT-P-20 b,18.39454,194.415
HAT-P-20 b,18.39454,194.415
HAT-P-20 b,18.39454,194.415
HAT-P-20 b,18.39454,194.415
HAT-P-20 b,18.39454,194.415
HAT-P-20 b,18.39454,194.415
HAT-P-21 b,67.46364,169.3247
HAT-P-21 b,67.46364,169.3247
HAT-P-21 b,67.46364,169.3247
HAT-P-22 b,53.5667,163.6472
HAT-P-22 b,53.5667,163.6472
HAT-P-22 b,53.5667,163.6472
HAT-P-22 b,53.5667,163.6472
HAT-P-22 b,53.5667,163.6472
HAT-P-22 b,53.5667,163.6472
HAT-P-23 b,-11.83422,58.93636
HAT-P-23 b,-11.83422,58.93636
HAT-P-23 b,-11.83422,58.93636
HAT-P-23 b,-11.83422,58.93636
HAT-P-23 b,-11.83422,58.93636
HAT-P-23 b,-11.83422,58.93636
HAT-P-23 b,-11.83422,58.93636
HAT-P-24 b,11.65311,202.738
HAT-P-24 b,11.65311,202.738
HAT-P-24 b,11.65311,202.738
HAT-P-24 b,11.65311,202.738
HAT-P-24 b,11.65311,202.738
HAT-P-24 b,11.65311,202.738
